epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
85,31621.9,0.70517,0.40589,0.9467,0.86587,0.76953,0.83517,0.63077,0.95277,0.56762,0.97308,0.004456,0.004456,0.004456
86,31993.8,0.70382,0.4023,0.94505,0.86704,0.76804,0.83551,0.6311,0.95256,0.56801,0.97324,0.00439,0.00439,0.00439
87,32366.8,0.6966,0.39819,0.94237,0.86713,0.76699,0.83555,0.63114,0.95212,0.56755,0.97347,0.004324,0.004324,0.004324
88,32739.8,0.70227,0.4005,0.94213,0.86693,0.76601,0.83497,0.63107,0.95209,0.56775,0.97348,0.004258,0.004258,0.004258
89,33110.9,0.69824,0.39897,0.94171,0.86591,0.76776,0.83571,0.6316,0.95195,0.56808,0.97364,0.004192,0.004192,0.004192
90,33483.9,0.69383,0.39712,0.94054,0.86477,0.76829,0.83558,0.63182,0.95194,0.5679,0.9737,0.004126,0.004126,0.004126
91,33856.4,0.68632,0.39222,0.94111,0.86655,0.7679,0.83579,0.63227,0.95201,0.56774,0.97413,0.00406,0.00406,0.00406
92,34228.2,0.68905,0.39082,0.93283,0.86429,0.76957,0.83608,0.63271,0.95222,0.56698,0.97419,0.003994,0.003994,0.003994
93,34599.9,0.68264,0.38509,0.93863,0.86414,0.76864,0.83599,0.63273,0.95226,0.56787,0.97404,0.003928,0.003928,0.003928
94,34971.2,0.68403,0.38446,0.93807,0.86239,0.7714,0.83635,0.63305,0.95219,0.56778,0.97406,0.003862,0.003862,0.003862
95,35342.8,0.68629,0.38953,0.93688,0.86568,0.7693,0.83661,0.63329,0.95219,0.56801,0.97421,0.003796,0.003796,0.003796
96,35714.5,0.68098,0.38561,0.93538,0.86638,0.76768,0.83639,0.63348,0.95211,0.56843,0.97421,0.00373,0.00373,0.00373
97,36085.7,0.67545,0.38011,0.93461,0.87129,0.76446,0.83684,0.63364,0.95221,0.56864,0.97452,0.003664,0.003664,0.003664
98,36457.3,0.67708,0.38069,0.93118,0.87308,0.76363,0.83651,0.63355,0.95224,0.5692,0.97456,0.003598,0.003598,0.003598
99,36826.9,0.67254,0.37607,0.93383,0.86891,0.76622,0.83678,0.63362,0.9523,0.57019,0.97478,0.003532,0.003532,0.003532
100,37196.5,0.6701,0.37808,0.93222,0.86694,0.76855,0.83707,0.63371,0.95233,0.57075,0.9749,0.003466,0.003466,0.003466
101,37568,0.65959,0.36812,0.92957,0.86748,0.76859,0.83671,0.63378,0.95264,0.57112,0.97496,0.0034,0.0034,0.0034
102,37939.1,0.65326,0.36786,0.93051,0.86544,0.77001,0.83663,0.63339,0.95274,0.57195,0.97505,0.003334,0.003334,0.003334
103,38308.7,0.65479,0.36257,0.92507,0.86558,0.76919,0.83672,0.63326,0.95275,0.57218,0.97507,0.003268,0.003268,0.003268
104,38678.4,0.65823,0.36905,0.92877,0.86952,0.76619,0.83646,0.63318,0.95288,0.57225,0.97518,0.003202,0.003202,0.003202
105,39048.9,0.64914,0.3597,0.92806,0.87004,0.7664,0.83654,0.63334,0.95319,0.57294,0.9755,0.003136,0.003136,0.003136
106,39419.4,0.65871,0.36625,0.92912,0.86713,0.76877,0.8363,0.63354,0.95333,0.57331,0.97558,0.00307,0.00307,0.00307
107,39789.9,0.64234,0.35645,0.92221,0.87023,0.76566,0.83609,0.63348,0.95335,0.57374,0.97573,0.003004,0.003004,0.003004
108,40160.3,0.64947,0.36219,0.92675,0.86768,0.76709,0.83616,0.63363,0.95339,0.57391,0.97594,0.002938,0.002938,0.002938
109,40530.9,0.64925,0.36295,0.92049,0.86695,0.76779,0.83638,0.63367,0.95357,0.57378,0.97613,0.002872,0.002872,0.002872
110,40900.5,0.64756,0.35539,0.92204,0.86603,0.76797,0.83598,0.63358,0.95366,0.57425,0.97616,0.002806,0.002806,0.002806
111,41270,0.64448,0.35606,0.91864,0.86502,0.76863,0.83614,0.63359,0.95371,0.57467,0.97629,0.00274,0.00274,0.00274
112,41639.5,0.63912,0.35119,0.92104,0.86634,0.76802,0.83608,0.63369,0.95374,0.57519,0.97634,0.002674,0.002674,0.002674
113,42008.7,0.63756,0.34925,0.91654,0.86732,0.76718,0.83592,0.63367,0.95387,0.57522,0.97645,0.002608,0.002608,0.002608
114,42378.8,0.63326,0.34493,0.91571,0.86829,0.76618,0.83595,0.63359,0.95399,0.57538,0.97646,0.002542,0.002542,0.002542
115,42748,0.62664,0.34391,0.91963,0.86605,0.76835,0.83607,0.6337,0.95405,0.57557,0.97657,0.002476,0.002476,0.002476
116,43118.2,0.62918,0.34585,0.91731,0.86486,0.76919,0.83597,0.63359,0.95417,0.57584,0.97668,0.00241,0.00241,0.00241
117,43488.3,0.62793,0.34226,0.91761,0.86434,0.76924,0.83601,0.63352,0.95443,0.57619,0.97696,0.002344,0.002344,0.002344
118,43858,0.62711,0.34174,0.91628,0.86558,0.76906,0.83619,0.63349,0.95458,0.57645,0.97708,0.002278,0.002278,0.002278
119,44228.2,0.62294,0.34034,0.91322,0.86585,0.76859,0.83617,0.63352,0.9546,0.57708,0.97714,0.002212,0.002212,0.002212
120,44598.4,0.6187,0.33846,0.91236,0.86562,0.76918,0.83637,0.63358,0.95468,0.57763,0.97714,0.002146,0.002146,0.002146
121,44968.6,0.61502,0.33472,0.91039,0.87034,0.76533,0.83631,0.63352,0.95481,0.57802,0.97721,0.00208,0.00208,0.00208
122,45338.8,0.6218,0.33626,0.90794,0.87086,0.76471,0.83616,0.63349,0.95496,0.57854,0.97731,0.002014,0.002014,0.002014
123,45709.1,0.61473,0.3301,0.91034,0.87152,0.76435,0.8361,0.63353,0.95503,0.57894,0.97733,0.001948,0.001948,0.001948
124,46079.3,0.60777,0.32824,0.90649,0.86978,0.76554,0.83612,0.6337,0.95516,0.57937,0.97735,0.001882,0.001882,0.001882
125,46449,0.59965,0.32628,0.907,0.86825,0.76682,0.83628,0.63357,0.95522,0.57994,0.9774,0.001816,0.001816,0.001816
126,46818.6,0.60035,0.32425,0.90778,0.86843,0.76668,0.83625,0.63359,0.95538,0.58046,0.9775,0.00175,0.00175,0.00175
127,47188.1,0.5917,0.31815,0.90391,0.86958,0.76611,0.83619,0.63355,0.9555,0.58099,0.97765,0.001684,0.001684,0.001684
128,47557.7,0.59335,0.31935,0.90315,0.87079,0.76523,0.83593,0.63361,0.95562,0.58155,0.9777,0.001618,0.001618,0.001618
129,47927.4,0.59248,0.32035,0.90169,0.87151,0.76478,0.83597,0.6336,0.95577,0.582,0.97789,0.001552,0.001552,0.001552
130,48297.2,0.59476,0.32015,0.90214,0.87211,0.76386,0.83606,0.63361,0.95589,0.58264,0.97801,0.001486,0.001486,0.001486
131,48667.1,0.59701,0.31883,0.90082,0.87253,0.76356,0.83596,0.63361,0.95595,0.58287,0.97807,0.00142,0.00142,0.00142
132,49036.8,0.58313,0.31339,0.90024,0.87228,0.76371,0.83589,0.63362,0.95615,0.58345,0.9783,0.001354,0.001354,0.001354
133,49406.4,0.58945,0.31732,0.90212,0.87132,0.76447,0.83596,0.63371,0.95634,0.58372,0.97845,0.001288,0.001288,0.001288
134,49776.3,0.57648,0.30983,0.89771,0.87035,0.76475,0.83588,0.63367,0.95645,0.58393,0.97859,0.001222,0.001222,0.001222
135,50146.1,0.576,0.30953,0.89848,0.87035,0.76514,0.83584,0.63364,0.95675,0.58429,0.97884,0.001156,0.001156,0.001156
136,50515.7,0.57827,0.30621,0.89602,0.86746,0.76658,0.83549,0.63365,0.9569,0.58466,0.97888,0.00109,0.00109,0.00109
137,50885,0.57603,0.30771,0.89493,0.8665,0.76712,0.83531,0.63346,0.95697,0.58493,0.97891,0.001024,0.001024,0.001024
138,51254.4,0.56629,0.30195,0.89668,0.86689,0.76731,0.83566,0.63355,0.95711,0.58561,0.97903,0.000958,0.000958,0.000958
139,51624.6,0.56999,0.30283,0.89608,0.86715,0.76691,0.83537,0.63357,0.95731,0.5862,0.97919,0.000892,0.000892,0.000892
140,51995.3,0.57106,0.30167,0.89384,0.8672,0.76667,0.83525,0.63348,0.95747,0.58696,0.97932,0.000826,0.000826,0.000826
141,52366.5,0.51461,0.24932,0.84524,0.86794,0.76614,0.83543,0.63371,0.95762,0.58732,0.97946,0.00076,0.00076,0.00076
142,52736.7,0.50645,0.24436,0.83863,0.86818,0.76615,0.83531,0.63378,0.95792,0.58801,0.97961,0.000694,0.000694,0.000694
143,53106.5,0.50092,0.24118,0.83997,0.8684,0.76616,0.83532,0.63379,0.95804,0.58866,0.97973,0.000628,0.000628,0.000628
144,53476.6,0.50074,0.24002,0.8404,0.86658,0.7666,0.83532,0.63371,0.95826,0.58947,0.97991,0.000562,0.000562,0.000562
145,53846.6,0.49383,0.23728,0.83697,0.8667,0.76669,0.83516,0.63374,0.95846,0.59021,0.9801,0.000496,0.000496,0.000496
146,54216.3,0.48951,0.23441,0.83613,0.86621,0.76709,0.83544,0.63379,0.95867,0.59084,0.98023,0.00043,0.00043,0.00043
147,54586.2,0.48966,0.23463,0.83605,0.86679,0.76642,0.83524,0.63369,0.95892,0.59156,0.98038,0.000364,0.000364,0.000364
148,54956.2,0.48674,0.23244,0.83449,0.86913,0.76492,0.83534,0.63388,0.95915,0.59242,0.98058,0.000298,0.000298,0.000298
149,55326.2,0.48376,0.23118,0.83529,0.86941,0.76471,0.83525,0.63375,0.95946,0.5929,0.98084,0.000232,0.000232,0.000232
150,55697,0.48234,0.23004,0.83438,0.87028,0.76392,0.83507,0.63369,0.9596,0.59363,0.98101,0.000166,0.000166,0.000166
